2009-03-10 2009-03-16 4646 1 23.4
2009-03-11 2009-03-17 4678 1 23.2
2009-03-12 2009-03-18 4789 0 24.6
2009-03-13 2009-03-19 4842 0 24.3
2009-03-14 2009-03-20 4216 0 21.5
2009-03-15 2009-03-21 4307 0 21.9
2009-03-16 2009-03-22 4340 0 22.0
2009-03-17 2009-03-23 3911 0 20.4
2009-03-18 2009-03-24 3491 0 19.6
2009-03-19 2009-03-25 3058 0 17.7
2009-03-20 2009-03-26 2629 0 16.3
2009-03-21 2009-03-27 2858 0 16.2
2009-03-22 2009-03-28 2432 0 14.7
2009-03-23 2009-03-29 2359 0 14.4
2009-03-24 2009-03-30 1999 0 13.1
2009-03-25 2009-03-31 1831 0 11.5
2009-03-26 2009-04-01 1749 0 10.5
2009-03-27 2009-04-02 1703 0 10.4
2009-03-28 2009-04-03 1615 0 10.1
2009-03-29 2009-04-04 1541 0 9.6
2009-03-30 2009-04-05 1478 0 9.3
2009-03-31 2009-04-06 1310 0 8.4
2009-04-01 2009-04-07 1226 0 8.2
2009-04-02 2009-04-08 1132 0 7.8
2009-04-03 2009-04-09 1078 0 7.4
2009-04-04 2009-04-10 1018 0 7.1
2009-04-05 2009-04-11 990 0 7.2
2009-04-06 2009-04-12 996 0 7.4
2009-04-07 2009-04-13 1009 0 7.3
2009-04-08 2009-04-14 1018 0 7.1
2009-04-09 2009-04-15 1041 0 7.5
2009-04-10 2009-04-16 1037 0 7.2
2009-04-11 2009-04-17 1008 0 7.1
2009-04-12 2009-04-18 987 0 7.2
2009-04-13 2009-04-19 988 0 7.1
2009-04-14 2009-04-20 909 0 7.1
2009-04-15 2009-04-21 908 0 7.0
2009-04-16 2009-04-22 847 0 6.9
2009-04-17 2009-04-23 831 0 7.1
2009-04-18 2009-04-24 829 0 7.3
2009-04-19 2009-04-25 828 0 7.3
2009-04-20 2009-04-26 821 0 7.1
2009-04-21 2009-04-27 809 0 7.4
2009-04-22 2009-04-28 772 0 7.0
2009-04-23 2009-04-29 681 0 6.7
2009-04-24 2009-04-30 693 0 6.6
2009-04-25 2009-05-01 695 0 6.6
2009-04-26 2009-05-02 689 0 8.0
2009-04-27 2009-05-03 679 0 7.9
2009-04-28 2009-05-04 497 0 6.5
2009-04-29 2009-05-05 374 0 6.3
2009-04-30 2009-05-06 390 0 6.9
2009-05-01 2009-05-07 370 0 6.5
2009-05-02 2009-05-08 294 0 5.8
2009-05-03 2009-05-09 241 0 4.4
2009-05-04 2009-05-10 245 0 4.5
2009-05-05 2009-05-11 286 0 4.6
2009-05-06 2009-05-12 316 0 4.8
2009-05-07 2009-05-13 321 1 3.8
2009-05-08 2009-05-14 241 1 3.6
2009-05-09 2009-05-15 225 1 3.4
2009-05-10 2009-05-16 214 1 3.0
2009-05-11 2009-05-17 201 1 2.8
2009-05-12 2009-05-18 225 1 2.9
2009-05-13 2009-05-19 239 1 3.0
2009-05-14 2009-05-20 257 0 3.1
2009-05-15 2009-05-21 264 2 2.8
2009-05-16 2009-05-22 265 2 2.7
2009-05-17 2009-05-23 260 2 2.7
2009-05-18 2009-05-24 265 2 2.8
2009-05-19 2009-05-25 223 2 2.6
2009-05-20 2009-05-26 188 2 2.4
2009-05-21 2009-05-27 163 2 2.4
2009-05-22 2009-05-28 144 0 2.3
2009-05-23 2009-05-29 121 0 2.3
2009-05-24 2009-05-30 106 0 2.1
2009-05-25 2009-05-31 100 0 2.0
2009-05-26 2009-06-01 89 0 2.0
2009-05-27 2009-06-02 84 0 2.0
2009-05-28 2009-06-03 79 0 2.1
2009-05-29 2009-06-04 76 0 2.2
2009-05-30 2009-06-05 75 0 2.2
2009-05-31 2009-06-06 78 0 2.4
2009-06-01 2009-06-07 79 0 2.5
2009-06-02 2009-06-08 65 0 2.2
2009-06-03 2009-06-09 60 0 2.2
2009-06-04 2009-06-10 49 0 2.4
2009-06-05 2009-06-11 45 0 2.1
2009-06-06 2009-06-12 42 0 2.2
2009-06-07 2009-06-13 40 0 2.2
2009-06-08 2009-06-14 41 0 2.3
2009-06-09 2009-06-15 45 0 3.2
2009-06-10 2009-06-16 50 0 3.7
2009-06-11 2009-06-17 52 0 3.5
2009-06-12 2009-06-18 52 0 4.2
2009-06-13 2009-06-19 55 0 4.2
2009-06-14 2009-06-20 56 0 3.6
2009-06-15 2009-06-21 56 0 3.7
2009-06-16 2009-06-22 52 0 3.5
2009-06-17 2009-06-23 46 0 3.0
2009-06-18 2009-06-24 44 0 3.7
2009-06-19 2009-06-25 44 0 3.2
2009-06-20 2009-06-26 44 1 3.6
2009-06-21 2009-06-27 41 1 3.7
2009-06-22 2009-06-28 39 1 3.5
2009-06-23 2009-06-29 41 1 2.8
2009-06-24 2009-06-30 37 1 2.5
2009-06-25 2009-07-01 35 1 2.1
2009-06-26 2009-07-02 32 1 1.9
2009-06-27 2009-07-03 25 0 2.0
2009-06-28 2009-07-04 24 0 2.2
2009-06-29 2009-07-05 25 1 2.3
2009-06-30 2009-07-06 25 1 1.9
2009-07-01 2009-07-07 33 1 2.0
2009-07-02 2009-07-08 31 1 2.1
2009-07-03 2009-07-09 34 1 2.2
2009-07-04 2009-07-10 34 1 2.5
2009-07-05 2009-07-11 45 1 2.5
2009-07-06 2009-07-12 44 0 2.4
2009-07-07 2009-07-13 40 0 2.5
2009-07-08 2009-07-14 32 0 2.0
2009-07-09 2009-07-15 37 0 2.0
2009-07-10 2009-07-16 34 0 2.1
2009-07-11 2009-07-17 40 0 2.0
2009-07-12 2009-07-18 29 0 1.5
2009-07-13 2009-07-19 32 0 1.5
2009-07-14 2009-07-20 28 0 1.4
2009-07-15 2009-07-21 29 0 1.8
2009-07-16 2009-07-22 30 0 1.4
2009-07-17 2009-07-23 45 0 1.6
2009-07-18 2009-07-24 48 0 1.6
2009-07-19 2009-07-25 49 0 1.7
2009-07-20 2009-07-26 49 0 1.7
2009-07-21 2009-07-27 61 0 1.7
2009-07-22 2009-07-28 77 0 1.9
2009-07-23 2009-07-29 83 0 2.1
2009-07-24 2009-07-30 88 0 2.1
2009-07-25 2009-07-31 100 0 2.2
2009-07-26 2009-08-01 114 1 2.1
2009-07-27 2009-08-02 116 1 2.2
2009-07-28 2009-08-03 137 1 2.3
2009-07-29 2009-08-04 143 1 2.2
2009-07-30 2009-08-05 162 1 2.1
2009-07-31 2009-08-06 175 1 2.5
2009-08-01 2009-08-07 181 2 2.6
2009-08-02 2009-08-08 197 1 2.8
2009-08-03 2009-08-09 215 1 2.8
2009-08-04 2009-08-10 228 1 2.8
2009-08-05 2009-08-11 230 1 2.9
2009-08-06 2009-08-12 239 1 2.9
2009-08-07 2009-08-13 229 1 2.4
2009-08-08 2009-08-14 239 0 2.4
2009-08-09 2009-08-15 240 1 2.4
2009-08-10 2009-08-16 241 1 2.5
2009-08-11 2009-08-17 281 1 2.5
2009-08-12 2009-08-18 328 1 2.7
2009-08-13 2009-08-19 354 1 2.8
2009-08-14 2009-08-20 394 1 2.7
2009-08-15 2009-08-21 444 2 2.8
2009-08-16 2009-08-22 471 1 2.9
2009-08-17 2009-08-23 482 1 2.9
2009-08-18 2009-08-24 533 1 3.2
2009-08-19 2009-08-25 548 2 3.1
2009-08-20 2009-08-26 553 2 3.1
2009-08-21 2009-08-27 554 3 3.3
2009-08-22 2009-08-28 537 2 3.5
2009-08-23 2009-08-29 524 2 3.4
2009-08-24 2009-08-30 501 2 3.3
2009-08-25 2009-08-31 474 2 3.3
2009-08-26 2009-09-01 459 1 3.2
2009-08-27 2009-09-02 474 1 3.3
2009-08-28 2009-09-03 474 0 3.2
2009-08-29 2009-09-04 498 0 3.1
2009-08-30 2009-09-05 531 3 3.4
2009-08-31 2009-09-06 560 3 3.5
2009-09-01 2009-09-07 607 3 4.0
2009-09-02 2009-09-08 635 3 4.6
2009-09-03 2009-09-09 650 3 4.5
2009-09-04 2009-09-10 674 3 4.6
2009-09-05 2009-09-11 679 3 4.9
2009-09-06 2009-09-12 710 1 5.1
2009-09-07 2009-09-13 725 1 5.3
2009-09-08 2009-09-14 787 2 5.4
2009-09-09 2009-09-15 840 2 5.3
2009-09-10 2009-09-16 843 3 5.3
2009-09-11 2009-09-17 907 4 5.7
2009-09-12 2009-09-18 1051 4 6.5
2009-09-13 2009-09-19 1174 4 7.3
2009-09-14 2009-09-20 1170 4 7.6
2009-09-15 2009-09-21 1011 4 6.9
2009-09-16 2009-09-22 924 7 6.4
2009-09-17 2009-09-23 959 6 7.4
2009-09-18 2009-09-24 1050 5 7.9
2009-09-19 2009-09-25 949 5 6.8
2009-09-20 2009-09-26 802 4 5.8
2009-09-21 2009-09-27 788 4 5.4
2009-09-22 2009-09-28 943 4 5.9
2009-09-23 2009-09-29 1023 1 6.4
2009-09-24 2009-09-30 1024 2 6.2
2009-09-25 2009-10-01 969 4 5.9
2009-09-26 2009-10-02 1062 4 6.2
2009-09-27 2009-10-03 1257 5 7.2
2009-09-28 2009-10-04 1287 5 7.3
2009-09-29 2009-10-05 1624 7 9.0
2009-09-30 2009-10-06 1826 7 9.7
2009-10-01 2009-10-07 2076 9 10.6
2009-10-02 2009-10-08 2224 7 11.3
2009-10-03 2009-10-09 2496 7 11.9
2009-10-04 2009-10-10 2714 7 12.3
2009-10-05 2009-10-11 2850 7 12.6
2009-10-06 2009-10-12 2415 4 11.4
2009-10-07 2009-10-13 2976 6 13.4
2009-10-08 2009-10-14 3150 4 14.8
2009-10-09 2009-10-15 3312 4 15.6
2009-10-10 2009-10-16 3519 4 16.8
2009-10-11 2009-10-17 3656 3 17.2
2009-10-12 2009-10-18 3634 3 17.6
2009-10-13 2009-10-19 4780 5 21.3
2009-10-14 2009-10-20 4646 4 21.1
2009-10-15 2009-10-21 4748 5 20.5
2009-10-16 2009-10-22 4938 6 22.2
2009-10-17 2009-10-23 5184 8 22.9
2009-10-18 2009-10-24 5422 9 24.4
2009-10-19 2009-10-25 5525 10 24.3
2009-10-20 2009-10-26 5985 12 25.6
2009-10-21 2009-10-27 6335 16 26.9
2009-10-22 2009-10-28 6573 14 28.4
2009-10-23 2009-10-29 6960 19 29.7
2009-10-24 2009-10-30 7353 20 30.9
2009-10-25 2009-10-31 7615 21 31.5
2009-10-26 2009-11-01 7662 21 32.4
2009-10-27 2009-11-02 7805 21 32.1
2009-10-28 2009-11-03 6857 17 29.8
2009-10-29 2009-11-04 7170 21 30.9
2009-10-30 2009-11-05 7051 19 30.6
2009-10-31 2009-11-06 6803 17 30.3
2009-11-01 2009-11-07 6833 16 30.7
2009-11-02 2009-11-08 6971 18 30.7
2009-11-03 2009-11-09 7213 17 31.9
2009-11-04 2009-11-10 8347 16 35.5
2009-11-05 2009-11-11 8132 13 36.3
2009-11-06 2009-11-12 8071 9 36.1
2009-11-07 2009-11-13 8193 9 36.9
2009-11-08 2009-11-14 8012 12 36.2
2009-11-09 2009-11-15 7826 9 36.1
2009-11-10 2009-11-16 7713 10 36.2
2009-11-11 2009-11-17 7602 12 36.5
2009-11-12 2009-11-18 7592 12 35.4
2009-11-13 2009-11-19 7732 15 36.2
2009-11-14 2009-11-20 7956 14 36.9
2009-11-15 2009-11-21 8364 12 38.6
2009-11-16 2009-11-22 8468 16 38.1
2009-11-17 2009-11-23 6956 14 33.0
2009-11-18 2009-11-24 8225 19 36.7
2009-11-19 2009-11-25 8620 21 38.2
2009-11-20 2009-11-26 8576 19 38.9
2009-11-21 2009-11-27 8506 21 39.0
2009-11-22 2009-11-28 8367 19 38.6
2009-11-23 2009-11-29 8466 15 39.8
2009-11-24 2009-11-30 9868 13 44.7
2009-11-25 2009-12-01 8554 7 39.6
2009-11-26 2009-12-02 8085 5 37.7
2009-11-27 2009-12-03 7944 4 37.3
2009-11-28 2009-12-04 7673 3 37.6
2009-11-29 2009-12-05 7326 4 35.7
2009-11-30 2009-12-06 6992 7 34.3
2009-12-01 2009-12-07 6650 11 33.4
2009-12-02 2009-12-08 6415 10 33.0
2009-12-03 2009-12-09 6272 10 32.1
2009-12-04 2009-12-10 6160 12 30.2
2009-12-05 2009-12-11 5943 11 28.7
2009-12-06 2009-12-12 5937 12 28.9
2009-12-07 2009-12-13 6025 10 29.3
2009-12-08 2009-12-14 5808 7 28.1
2009-12-09 2009-12-15 5706 8 27.6
2009-12-10 2009-12-16 5614 7 27.1
2009-12-11 2009-12-17 5460 5 26.3
2009-12-12 2009-12-18 5300 6 26.1
2009-12-13 2009-12-19 5047 5 25.2
2009-12-14 2009-12-20 5017 4 24.9
2009-12-15 2009-12-21 4846 3 24.1
2009-12-16 2009-12-22 4786 4 24.3
2009-12-17 2009-12-23 4172 4 21.7
2009-12-18 2009-12-24 4279 5 21.9
2009-12-19 2009-12-25 4237 4 21.6
2009-12-20 2009-12-26 4125 3 21.4
2009-12-21 2009-12-27 4076 5 21.1
2009-12-22 2009-12-28 3560 5 19.5
2009-12-23 2009-12-29 3132 4 17.6
2009-12-24 2009-12-30 3199 4 17.7
2009-12-25 2009-12-31 2570 3 15.2
2009-12-26 2010-01-01 1932 3 12.1
2009-12-27 2010-01-02 1425 3 10.0
2009-12-28 2010-01-03 1337 1 9.6
2009-12-29 2010-01-04 951 1 7.6
2009-12-30 2010-01-05 873 0 6.6
2009-12-31 2010-01-06 997 0 8.6
2010-01-01 2010-01-07 1149 0 9.2
2010-01-02 2010-01-08 1307 0 9.7
2010-01-03 2010-01-09 1465 0 10.3
2010-01-04 2010-01-10 1476 1 10.1
2010-01-05 2010-01-11 1303 1 9.4
2010-01-06 2010-01-12 1386 1 9.6
2010-01-07 2010-01-13 1337 2 8.5
2010-01-08 2010-01-14 1289 2 7.7
2010-01-09 2010-01-15 1303 2 7.6
2010-01-10 2010-01-16 1349 2 7.7
2010-01-11 2010-01-17 1328 1 7.3
2010-01-12 2010-01-18 1736 3 9.6
2010-01-13 2010-01-19 1698 5 9.8
2010-01-14 2010-01-20 1750 5 10.0
2010-01-15 2010-01-21 1813 5 10.3
2010-01-16 2010-01-22 1877 5 10.8
2010-01-17 2010-01-23 1831 6 10.5
2010-01-18 2010-01-24 1833 6 10.6
2010-01-19 2010-01-25 1694 4 9.5
2010-01-20 2010-01-26 1641 2 9.2
2010-01-21 2010-01-27 1535 1 8.7
2010-01-22 2010-01-28 1474 1 8.4
2010-01-23 2010-01-29 1398 2 8.2
2010-01-24 2010-01-30 1373 1 8.3
2010-01-25 2010-01-31 1332 1 8.2
2010-01-26 2010-02-01 1228 1 7.8
2010-01-27 2010-02-02 1136 1 7.2
2010-01-28 2010-02-03 1094 1 7.0
2010-01-29 2010-02-04 1023 1 6.7
2010-01-30 2010-02-05 926 0 6.2
2010-01-31 2010-02-06 847 0 5.9
2010-02-01 2010-02-07 866 0 5.8
2010-02-02 2010-02-08 787 2 5.2
2010-02-03 2010-02-09 726 2 4.9
2010-02-04 2010-02-10 688 2 5.0
2010-02-05 2010-02-11 597 2 4.3
2010-02-06 2010-02-12 569 3 4.3
2010-02-07 2010-02-13 533 3 4.1
2010-02-08 2010-02-14 494 3 3.8
2010-02-09 2010-02-15 400 1 3.4
2010-02-10 2010-02-16 366 1 3.6
2010-02-11 2010-02-17 317 1 3.3
2010-02-12 2010-02-18 355 1 3.6
2010-02-13 2010-02-19 298 0 3.5
2010-02-14 2010-02-20 292 0 3.4
2010-02-15 2010-02-21 294 0 3.2
2010-02-16 2010-02-22 277 0 3.2
2010-02-17 2010-02-23 260 0 2.7
2010-02-18 2010-02-24 271 0 2.8
2010-02-19 2010-02-25 253 0 2.7
2010-02-20 2010-02-26 255 0 2.8
2010-02-21 2010-02-27 233 0 3.3
2010-02-22 2010-02-28 236 0 3.5
2010-02-23 2010-03-01 220 0 3.7
2010-02-24 2010-03-02 200 0 3.8
2010-02-25 2010-03-03 178 0 3.5
2010-02-26 2010-03-04 173 0 3.3
2010-02-27 2010-03-05 157 0 3.2
2010-02-28 2010-03-06 155 0 2.7
2010-03-01 2010-03-07 147 0 2.5
2010-03-02 2010-03-08 126 0 2.4
2010-03-03 2010-03-09 112 0 2.3
2010-03-04 2010-03-10 108 0 2.1
2010-03-05 2010-03-11 93 0 2.2
2010-03-06 2010-03-12 80 0 2.0
2010-03-07 2010-03-13 69 0 1.9
2010-03-08 2010-03-14 68 0 2.0
2010-03-09 2010-03-15 58 0 1.9
2010-03-10 2010-03-16 61 0 2.1
2010-03-11 2010-03-17 59 0 2.3
2010-03-12 2010-03-18 58 0 2.3
2010-03-13 2010-03-19 65 0 2.4
2010-03-14 2010-03-20 57 0 2.3
2010-03-15 2010-03-21 58 0 2.1
2010-03-16 2010-03-22 50 0 2.2
2010-03-17 2010-03-23 48 0 2.1
2010-03-18 2010-03-24 41 0 2.0
2010-03-19 2010-03-25 36 0 1.9
2010-03-20 2010-03-26 27 0 1.7
2010-03-21 2010-03-27 27 0 1.9
2010-03-22 2010-03-28 27 0 1.8
2010-03-23 2010-03-29 32 0 1.9
2010-03-24 2010-03-30 25 0 1.7
2010-03-25 2010-03-31 21 0 1.6
